,country,region,year,count
293880,LV,PODKARPACKIE,2008,2446.0
293881,LV,PODKARPACKIE,2009,1144.0
293882,LV,PODKARPACKIE,2010,1453.0
293883,LV,PODKARPACKIE,2011,1004.0
293884,LV,PODKARPACKIE,2012,1074.0
293885,LV,PODKARPACKIE,2013,2197.0
293886,LV,PODKARPACKIE,2014,3410.0
293887,LV,PODKARPACKIE,2015,2082.0
293888,LV,PODKARPACKIE,2016,2223.0
293889,LV,PODKARPACKIE,2017,2557.0
293890,LV,PODKARPACKIE,2018,1813.0
293891,LV,PODKARPACKIE,2019,2460.0
294544,LV,PODLASKIE,2005,2677.0
294545,LV,PODLASKIE,2006,3461.0
294546,LV,PODLASKIE,2007,3549.0
294547,LV,PODLASKIE,2008,4718.0
294548,LV,PODLASKIE,2009,5565.0
294549,LV,PODLASKIE,2010,5653.0
294550,LV,PODLASKIE,2011,5250.0
294551,LV,PODLASKIE,2012,5815.0
294552,LV,PODLASKIE,2013,6820.0
294553,LV,PODLASKIE,2014,7177.0
294554,LV,PODLASKIE,2015,7275.0
294555,LV,PODLASKIE,2016,10509.0
294556,LV,PODLASKIE,2017,11808.0
294557,LV,PODLASKIE,2018,11376.0
294558,LV,PODLASKIE,2019,11819.0
295321,LV,MAZOWIECKIE,2005,7357.0
295322,LV,MAZOWIECKIE,2006,7536.0
295323,LV,MAZOWIECKIE,2007,7354.0
295324,LV,MAZOWIECKIE,2008,6572.0
295325,LV,MAZOWIECKIE,2009,7782.0
295326,LV,MAZOWIECKIE,2010,9063.0
295327,LV,MAZOWIECKIE,2011,11088.0
295328,LV,MAZOWIECKIE,2012,12140.0
295329,LV,MAZOWIECKIE,2013,14929.0
295330,LV,MAZOWIECKIE,2014,19750.0
295331,LV,MAZOWIECKIE,2015,18250.0
295332,LV,MAZOWIECKIE,2016,18140.0
295333,LV,MAZOWIECKIE,2017,18688.0
295334,LV,MAZOWIECKIE,2018,18837.0
295335,LV,MAZOWIECKIE,2019,21144.0
297187,MT,MAŁOPOLSKIE,2005,4389.0
297188,MT,MAŁOPOLSKIE,2006,1086.0
297189,MT,MAŁOPOLSKIE,2007,1395.0
297190,MT,MAŁOPOLSKIE,2008,1807.0
297191,MT,MAŁOPOLSKIE,2009,760.0
297192,MT,MAŁOPOLSKIE,2010,1684.0
297193,MT,MAŁOPOLSKIE,2011,2856.0
297194,MT,MAŁOPOLSKIE,2012,3800.0
297195,MT,MAŁOPOLSKIE,2013,2763.0
297196,MT,MAŁOPOLSKIE,2014,4461.0
297197,MT,MAŁOPOLSKIE,2015,4721.0
297198,MT,MAŁOPOLSKIE,2016,9997.0
297199,MT,MAŁOPOLSKIE,2017,11253.0
297200,MT,MAŁOPOLSKIE,2018,11671.0
297201,MT,MAŁOPOLSKIE,2019,14206.0
297559,MT,ŚLĄSKIE,2005,780.0
297560,MT,ŚLĄSKIE,2006,64.0
297561,MT,ŚLĄSKIE,2007,114.0
297562,MT,ŚLĄSKIE,2008,232.0
297563,MT,ŚLĄSKIE,2009,114.0
297564,MT,ŚLĄSKIE,2010,23.0
297565,MT,ŚLĄSKIE,2011,64.0
297566,MT,ŚLĄSKIE,2012,34.0
297567,MT,ŚLĄSKIE,2013,45.0
297568,MT,ŚLĄSKIE,2014,307.0
297569,MT,ŚLĄSKIE,2015,404.0
297570,MT,ŚLĄSKIE,2016,480.0
297571,MT,ŚLĄSKIE,2017,411.0
297572,MT,ŚLĄSKIE,2018,660.0
297573,MT,ŚLĄSKIE,2019,645.0
297965,MT,LUBUSKIE,2006,5.0
297966,MT,LUBUSKIE,2007,1.0
297967,MT,LUBUSKIE,2008,2.0
297968,MT,LUBUSKIE,2010,4.0
297969,MT,LUBUSKIE,2011,8.0
297970,MT,LUBUSKIE,2012,99.0
297971,MT,LUBUSKIE,2013,74.0
297972,MT,LUBUSKIE,2014,2.0
297973,MT,LUBUSKIE,2015,23.0
297974,MT,LUBUSKIE,2016,42.0
297975,MT,LUBUSKIE,2017,6.0
297976,MT,LUBUSKIE,2018,34.0
297977,MT,LUBUSKIE,2019,2.0
298059,MT,WIELKOPOLSKIE,2005,137.0
298060,MT,WIELKOPOLSKIE,2006,52.0
298061,MT,WIELKOPOLSKIE,2007,67.0
298062,MT,WIELKOPOLSKIE,2008,79.0
298063,MT,WIELKOPOLSKIE,2009,22.0
298064,MT,WIELKOPOLSKIE,2010,86.0
298065,MT,WIELKOPOLSKIE,2011,126.0
298066,MT,WIELKOPOLSKIE,2012,356.0
298067,MT,WIELKOPOLSKIE,2013,28.0
298068,MT,WIELKOPOLSKIE,2014,189.0
298069,MT,WIELKOPOLSKIE,2015,191.0
298070,MT,WIELKOPOLSKIE,2016,695.0
298071,MT,WIELKOPOLSKIE,2017,847.0
298072,MT,WIELKOPOLSKIE,2018,606.0
298073,MT,WIELKOPOLSKIE,2019,546.0
298282,MT,ZACHODNIOPOMORSKIE,2005,9.0
298283,MT,ZACHODNIOPOMORSKIE,2006,7.0
298284,MT,ZACHODNIOPOMORSKIE,2007,12.0
298285,MT,ZACHODNIOPOMORSKIE,2008,15.0
298286,MT,ZACHODNIOPOMORSKIE,2009,52.0
298287,MT,ZACHODNIOPOMORSKIE,2010,59.0
298288,MT,ZACHODNIOPOMORSKIE,2011,42.0
298289,MT,ZACHODNIOPOMORSKIE,2012,15.0
298290,MT,ZACHODNIOPOMORSKIE,2013,47.0
298291,MT,ZACHODNIOPOMORSKIE,2014,27.0
298292,MT,ZACHODNIOPOMORSKIE,2015,267.0
298293,MT,ZACHODNIOPOMORSKIE,2016,48.0
298294,MT,ZACHODNIOPOMORSKIE,2017,113.0
298295,MT,ZACHODNIOPOMORSKIE,2018,38.0
298296,MT,ZACHODNIOPOMORSKIE,2019,45.0
298431,MT,DOLNOŚLĄSKIE,2005,75.0
298432,MT,DOLNOŚLĄSKIE,2006,198.0
298433,MT,DOLNOŚLĄSKIE,2007,56.0
298434,MT,DOLNOŚLĄSKIE,2008,28.0
298435,MT,DOLNOŚLĄSKIE,2009,29.0
298436,MT,DOLNOŚLĄSKIE,2010,83.0
298437,MT,DOLNOŚLĄSKIE,2011,124.0
298438,MT,DOLNOŚLĄSKIE,2012,392.0
298439,MT,DOLNOŚLĄSKIE,2013,260.0
298440,MT,DOLNOŚLĄSKIE,2014,418.0
298441,MT,DOLNOŚLĄSKIE,2015,465.0
298442,MT,DOLNOŚLĄSKIE,2016,755.0
298443,MT,DOLNOŚLĄSKIE,2017,1235.0
298444,MT,DOLNOŚLĄSKIE,2018,837.0
298445,MT,DOLNOŚLĄSKIE,2019,800.0
298685,MT,OPOLSKIE,2005,6.0
298686,MT,OPOLSKIE,2006,3.0
298687,MT,OPOLSKIE,2007,2.0
298688,MT,OPOLSKIE,2008,5.0
298689,MT,OPOLSKIE,2012,12.0
298690,MT,OPOLSKIE,2013,7.0
298691,MT,OPOLSKIE,2014,6.0
298692,MT,OPOLSKIE,2015,60.0
298693,MT,OPOLSKIE,2016,25.0
298694,MT,OPOLSKIE,2017,18.0
298695,MT,OPOLSKIE,2018,3.0
298696,MT,OPOLSKIE,2019,37.0
298778,MT,KUJAWSKO-POMORSKIE,2005,8.0
298779,MT,KUJAWSKO-POMORSKIE,2006,3.0
298780,MT,KUJAWSKO-POMORSKIE,2007,117.0
298781,MT,KUJAWSKO-POMORSKIE,2008,16.0
298782,MT,KUJAWSKO-POMORSKIE,2009,11.0
298783,MT,KUJAWSKO-POMORSKIE,2010,7.0
298784,MT,KUJAWSKO-POMORSKIE,2011,18.0
298785,MT,KUJAWSKO-POMORSKIE,2012,12.0
298786,MT,KUJAWSKO-POMORSKIE,2013,11.0
298787,MT,KUJAWSKO-POMORSKIE,2014,16.0
298788,MT,KUJAWSKO-POMORSKIE,2015,36.0
298789,MT,KUJAWSKO-POMORSKIE,2016,67.0
298790,MT,KUJAWSKO-POMORSKIE,2017,24.0
298791,MT,KUJAWSKO-POMORSKIE,2018,36.0
298792,MT,KUJAWSKO-POMORSKIE,2019,45.0
298912,MT,POMORSKIE,2005,91.0
298913,MT,POMORSKIE,2006,58.0
298914,MT,POMORSKIE,2007,55.0
298915,MT,POMORSKIE,2008,65.0
298916,MT,POMORSKIE,2009,98.0
298917,MT,POMORSKIE,2010,206.0
298918,MT,POMORSKIE,2011,134.0
298919,MT,POMORSKIE,2012,100.0
298920,MT,POMORSKIE,2013,61.0
298921,MT,POMORSKIE,2014,947.0
298922,MT,POMORSKIE,2015,367.0
298923,MT,POMORSKIE,2016,1119.0
298924,MT,POMORSKIE,2017,1508.0
298925,MT,POMORSKIE,2018,1680.0
298926,MT,POMORSKIE,2019,1633.0
299155,MT,WARMIŃSKO-MAZURSKIE,2005,9.0
299156,MT,WARMIŃSKO-MAZURSKIE,2006,8.0
299157,MT,WARMIŃSKO-MAZURSKIE,2007,3.0
299158,MT,WARMIŃSKO-MAZURSKIE,2009,8.0
299159,MT,WARMIŃSKO-MAZURSKIE,2010,12.0
299160,MT,WARMIŃSKO-MAZURSKIE,2011,57.0
299161,MT,WARMIŃSKO-MAZURSKIE,2012,10.0
299162,MT,WARMIŃSKO-MAZURSKIE,2013,4.0
299163,MT,WARMIŃSKO-MAZURSKIE,2014,3.0
299164,MT,WARMIŃSKO-MAZURSKIE,2015,16.0
299165,MT,WARMIŃSKO-MAZURSKIE,2016,6.0
299166,MT,WARMIŃSKO-MAZURSKIE,2017,123.0
299167,MT,WARMIŃSKO-MAZURSKIE,2018,58.0
299168,MT,WARMIŃSKO-MAZURSKIE,2019,21.0
299301,MT,ŁÓDZKIE,2005,38.0
299302,MT,ŁÓDZKIE,2006,34.0
299303,MT,ŁÓDZKIE,2007,35.0
299304,MT,ŁÓDZKIE,2008,54.0
299305,MT,ŁÓDZKIE,2009,33.0
299306,MT,ŁÓDZKIE,2010,35.0
299307,MT,ŁÓDZKIE,2011,25.0
299308,MT,ŁÓDZKIE,2012,14.0
299309,MT,ŁÓDZKIE,2013,42.0
299310,MT,ŁÓDZKIE,2014,45.0
299311,MT,ŁÓDZKIE,2015,81.0
299312,MT,ŁÓDZKIE,2016,80.0
299313,MT,ŁÓDZKIE,2017,132.0
299314,MT,ŁÓDZKIE,2018,111.0
299315,MT,ŁÓDZKIE,2019,190.0
299429,MT,ŚWIĘTOKRZYSKIE,2005,10.0
299430,MT,ŚWIĘTOKRZYSKIE,2006,22.0
299431,MT,ŚWIĘTOKRZYSKIE,2008,16.0
299432,MT,ŚWIĘTOKRZYSKIE,2009,6.0
299433,MT,ŚWIĘTOKRZYSKIE,2011,22.0
299434,MT,ŚWIĘTOKRZYSKIE,2012,8.0
299435,MT,ŚWIĘTOKRZYSKIE,2013,8.0
299436,MT,ŚWIĘTOKRZYSKIE,2015,10.0
299437,MT,ŚWIĘTOKRZYSKIE,2016,8.0
299438,MT,ŚWIĘTOKRZYSKIE,2017,13.0
299439,MT,ŚWIĘTOKRZYSKIE,2018,30.0
299440,MT,ŚWIĘTOKRZYSKIE,2019,47.0
299535,MT,LUBELSKIE,2005,17.0
299536,MT,LUBELSKIE,2006,1.0
299537,MT,LUBELSKIE,2007,1.0
299538,MT,LUBELSKIE,2008,14.0
299539,MT,LUBELSKIE,2009,18.0
299540,MT,LUBELSKIE,2010,11.0
299541,MT,LUBELSKIE,2011,36.0
299542,MT,LUBELSKIE,2012,8.0
299543,MT,LUBELSKIE,2013,10.0
299544,MT,LUBELSKIE,2014,20.0
299545,MT,LUBELSKIE,2015,50.0
299546,MT,LUBELSKIE,2016,15.0
299547,MT,LUBELSKIE,2017,11.0
299548,MT,LUBELSKIE,2018,31.0
299549,MT,LUBELSKIE,2019,27.0
299664,MT,PODKARPACKIE,2005,17.0
299665,MT,PODKARPACKIE,2006,6.0
299666,MT,PODKARPACKIE,2007,7.0
299667,MT,PODKARPACKIE,2008,14.0
299668,MT,PODKARPACKIE,2009,9.0
299669,MT,PODKARPACKIE,2010,1.0
299670,MT,PODKARPACKIE,2011,53.0
299671,MT,PODKARPACKIE,2012,47.0
299672,MT,PODKARPACKIE,2013,16.0
299673,MT,PODKARPACKIE,2014,9.0
299674,MT,PODKARPACKIE,2015,10.0
299675,MT,PODKARPACKIE,2016,28.0
299676,MT,PODKARPACKIE,2017,96.0
299677,MT,PODKARPACKIE,2018,25.0
299678,MT,PODKARPACKIE,2019,36.0
299825,MT,PODLASKIE,2005,17.0
299826,MT,PODLASKIE,2006,2.0
299827,MT,PODLASKIE,2007,10.0
299828,MT,PODLASKIE,2008,33.0
299829,MT,PODLASKIE,2009,57.0
299830,MT,PODLASKIE,2010,21.0
299831,MT,PODLASKIE,2011,21.0
299832,MT,PODLASKIE,2012,23.0
299833,MT,PODLASKIE,2013,8.0
299834,MT,PODLASKIE,2014,11.0
299835,MT,PODLASKIE,2015,18.0
299836,MT,PODLASKIE,2016,47.0
299837,MT,PODLASKIE,2017,144.0
299838,MT,PODLASKIE,2018,27.0
299839,MT,PODLASKIE,2019,20.0
299980,MT,MAZOWIECKIE,2005,355.0
299981,MT,MAZOWIECKIE,2006,461.0
299982,MT,MAZOWIECKIE,2007,394.0
299983,MT,MAZOWIECKIE,2008,533.0
299984,MT,MAZOWIECKIE,2009,361.0
299985,MT,MAZOWIECKIE,2010,524.0
299986,MT,MAZOWIECKIE,2011,643.0
299987,MT,MAZOWIECKIE,2012,546.0
299988,MT,MAZOWIECKIE,2013,834.0
299989,MT,MAZOWIECKIE,2014,964.0
299990,MT,MAZOWIECKIE,2015,1136.0
299991,MT,MAZOWIECKIE,2016,1368.0
299992,MT,MAZOWIECKIE,2017,1807.0
299993,MT,MAZOWIECKIE,2018,1626.0
299994,MT,MAZOWIECKIE,2019,1884.0
300377,NL,MAŁOPOLSKIE,2005,53270.0
300378,NL,MAŁOPOLSKIE,2006,51132.0
300379,NL,MAŁOPOLSKIE,2007,45773.0
300380,NL,MAŁOPOLSKIE,2008,45524.0
300381,NL,MAŁOPOLSKIE,2009,48010.0
300382,NL,MAŁOPOLSKIE,2010,63002.0
300383,NL,MAŁOPOLSKIE,2011,56694.0
300384,NL,MAŁOPOLSKIE,2012,66871.0
300385,NL,MAŁOPOLSKIE,2013,76562.0
300386,NL,MAŁOPOLSKIE,2014,82331.0
300387,NL,MAŁOPOLSKIE,2015,90492.0
300388,NL,MAŁOPOLSKIE,2016,95381.0
300389,NL,MAŁOPOLSKIE,2017,114870.0
300390,NL,MAŁOPOLSKIE,2018,112032.0
300391,NL,MAŁOPOLSKIE,2019,118187.0
302126,NL,ŚLĄSKIE,2005,17052.0
302127,NL,ŚLĄSKIE,2006,15910.0
302128,NL,ŚLĄSKIE,2007,16769.0
302129,NL,ŚLĄSKIE,2008,14449.0
302130,NL,ŚLĄSKIE,2009,11493.0
302131,NL,ŚLĄSKIE,2010,12568.0
302132,NL,ŚLĄSKIE,2011,11837.0
302133,NL,ŚLĄSKIE,2012,12287.0
302134,NL,ŚLĄSKIE,2013,15279.0
302135,NL,ŚLĄSKIE,2014,16423.0
302136,NL,ŚLĄSKIE,2015,19315.0
302137,NL,ŚLĄSKIE,2016,18477.0
302138,NL,ŚLĄSKIE,2017,20789.0
302139,NL,ŚLĄSKIE,2018,22776.0
302140,NL,ŚLĄSKIE,2019,23682.0
303787,NL,LUBUSKIE,2005,9132.0
303788,NL,LUBUSKIE,2006,10165.0
303789,NL,LUBUSKIE,2007,10499.0
303790,NL,LUBUSKIE,2008,10110.0
303791,NL,LUBUSKIE,2009,8015.0
303792,NL,LUBUSKIE,2010,8069.0
303793,NL,LUBUSKIE,2011,8713.0
303794,NL,LUBUSKIE,2012,7376.0
303795,NL,LUBUSKIE,2013,5256.0
303796,NL,LUBUSKIE,2014,6908.0
303797,NL,LUBUSKIE,2015,8906.0
303798,NL,LUBUSKIE,2016,7308.0
303799,NL,LUBUSKIE,2017,8739.0
303800,NL,LUBUSKIE,2018,8850.0
303801,NL,LUBUSKIE,2019,8345.0
305223,NL,WIELKOPOLSKIE,2005,26436.0
305224,NL,WIELKOPOLSKIE,2006,27689.0
305225,NL,WIELKOPOLSKIE,2007,29108.0
305226,NL,WIELKOPOLSKIE,2008,27674.0
305227,NL,WIELKOPOLSKIE,2009,22312.0
305228,NL,WIELKOPOLSKIE,2010,20065.0
305229,NL,WIELKOPOLSKIE,2011,21289.0
305230,NL,WIELKOPOLSKIE,2012,18318.0
305231,NL,WIELKOPOLSKIE,2013,19896.0
305232,NL,WIELKOPOLSKIE,2014,19451.0
305233,NL,WIELKOPOLSKIE,2015,21132.0
305234,NL,WIELKOPOLSKIE,2016,23093.0
305235,NL,WIELKOPOLSKIE,2017,24560.0
305236,NL,WIELKOPOLSKIE,2018,25981.0
305237,NL,WIELKOPOLSKIE,2019,24476.0
307879,NL,ZACHODNIOPOMORSKIE,2005,17846.0
307880,NL,ZACHODNIOPOMORSKIE,2006,17347.0
307881,NL,ZACHODNIOPOMORSKIE,2007,13605.0
307882,NL,ZACHODNIOPOMORSKIE,2008,11817.0
307883,NL,ZACHODNIOPOMORSKIE,2009,10697.0
307884,NL,ZACHODNIOPOMORSKIE,2010,9865.0
307885,NL,ZACHODNIOPOMORSKIE,2011,10469.0
307886,NL,ZACHODNIOPOMORSKIE,2012,11280.0
307887,NL,ZACHODNIOPOMORSKIE,2013,17549.0
307888,NL,ZACHODNIOPOMORSKIE,2014,21927.0
307889,NL,ZACHODNIOPOMORSKIE,2015,14548.0
307890,NL,ZACHODNIOPOMORSKIE,2016,12547.0
307891,NL,ZACHODNIOPOMORSKIE,2017,13414.0
307892,NL,ZACHODNIOPOMORSKIE,2018,13593.0
307893,NL,ZACHODNIOPOMORSKIE,2019,16201.0
309342,NL,DOLNOŚLĄSKIE,2005,29641.0
309343,NL,DOLNOŚLĄSKIE,2006,25731.0
309344,NL,DOLNOŚLĄSKIE,2007,26514.0
309345,NL,DOLNOŚLĄSKIE,2008,24897.0
309346,NL,DOLNOŚLĄSKIE,2009,21153.0
309347,NL,DOLNOŚLĄSKIE,2010,20487.0
309348,NL,DOLNOŚLĄSKIE,2011,21398.0
309349,NL,DOLNOŚLĄSKIE,2012,21680.0
309350,NL,DOLNOŚLĄSKIE,2013,20903.0
309351,NL,DOLNOŚLĄSKIE,2014,22406.0
309352,NL,DOLNOŚLĄSKIE,2015,22232.0
309353,NL,DOLNOŚLĄSKIE,2016,24660.0
309354,NL,DOLNOŚLĄSKIE,2017,25599.0
309355,NL,DOLNOŚLĄSKIE,2018,25176.0
309356,NL,DOLNOŚLĄSKIE,2019,27878.0
311289,NL,OPOLSKIE,2005,4340.0
311290,NL,OPOLSKIE,2006,4702.0
311291,NL,OPOLSKIE,2007,4352.0
311292,NL,OPOLSKIE,2008,4601.0
311293,NL,OPOLSKIE,2009,3225.0
311294,NL,OPOLSKIE,2010,3104.0
311295,NL,OPOLSKIE,2011,3188.0
311296,NL,OPOLSKIE,2012,3011.0
311297,NL,OPOLSKIE,2013,2147.0
311298,NL,OPOLSKIE,2014,2126.0
311299,NL,OPOLSKIE,2015,2380.0
311300,NL,OPOLSKIE,2016,3935.0
311301,NL,OPOLSKIE,2017,3353.0
311302,NL,OPOLSKIE,2018,2595.0
311303,NL,OPOLSKIE,2019,3207.0
312189,NL,KUJAWSKO-POMORSKIE,2005,8680.0
312190,NL,KUJAWSKO-POMORSKIE,2006,8665.0
312191,NL,KUJAWSKO-POMORSKIE,2007,8309.0
312192,NL,KUJAWSKO-POMORSKIE,2008,9636.0
312193,NL,KUJAWSKO-POMORSKIE,2009,6477.0
312194,NL,KUJAWSKO-POMORSKIE,2010,7034.0
312195,NL,KUJAWSKO-POMORSKIE,2011,6461.0
312196,NL,KUJAWSKO-POMORSKIE,2012,7341.0
312197,NL,KUJAWSKO-POMORSKIE,2013,7008.0
312198,NL,KUJAWSKO-POMORSKIE,2014,8630.0
312199,NL,KUJAWSKO-POMORSKIE,2015,9323.0
312200,NL,KUJAWSKO-POMORSKIE,2016,10860.0
312201,NL,KUJAWSKO-POMORSKIE,2017,8428.0
312202,NL,KUJAWSKO-POMORSKIE,2018,9817.0
312203,NL,KUJAWSKO-POMORSKIE,2019,10092.0
313283,NL,POMORSKIE,2005,21435.0
313284,NL,POMORSKIE,2006,20730.0
313285,NL,POMORSKIE,2007,18668.0
313286,NL,POMORSKIE,2008,17095.0
313287,NL,POMORSKIE,2009,16447.0
313288,NL,POMORSKIE,2010,16200.0
313289,NL,POMORSKIE,2011,17086.0
313290,NL,POMORSKIE,2012,18357.0
313291,NL,POMORSKIE,2013,21462.0
313292,NL,POMORSKIE,2014,25995.0
313293,NL,POMORSKIE,2015,27151.0
313294,NL,POMORSKIE,2016,29870.0
313295,NL,POMORSKIE,2017,31744.0
313296,NL,POMORSKIE,2018,30220.0
313297,NL,POMORSKIE,2019,32512.0
314483,NL,WARMIŃSKO-MAZURSKIE,2005,4823.0
314484,NL,WARMIŃSKO-MAZURSKIE,2006,3746.0
314485,NL,WARMIŃSKO-MAZURSKIE,2007,5344.0
314486,NL,WARMIŃSKO-MAZURSKIE,2008,5834.0
314487,NL,WARMIŃSKO-MAZURSKIE,2009,4447.0
314488,NL,WARMIŃSKO-MAZURSKIE,2010,3452.0
314489,NL,WARMIŃSKO-MAZURSKIE,2011,3738.0
314490,NL,WARMIŃSKO-MAZURSKIE,2012,4292.0
314491,NL,WARMIŃSKO-MAZURSKIE,2013,4109.0
314492,NL,WARMIŃSKO-MAZURSKIE,2014,12653.0
314493,NL,WARMIŃSKO-MAZURSKIE,2015,5214.0
314494,NL,WARMIŃSKO-MAZURSKIE,2016,10190.0
314495,NL,WARMIŃSKO-MAZURSKIE,2017,4255.0
314496,NL,WARMIŃSKO-MAZURSKIE,2018,8100.0
314497,NL,WARMIŃSKO-MAZURSKIE,2019,8626.0
315733,NL,ŁÓDZKIE,2005,6252.0
315734,NL,ŁÓDZKIE,2006,6542.0
315735,NL,ŁÓDZKIE,2007,6856.0
315736,NL,ŁÓDZKIE,2008,6644.0
315737,NL,ŁÓDZKIE,2009,7052.0
315738,NL,ŁÓDZKIE,2010,6175.0
315739,NL,ŁÓDZKIE,2011,5898.0
315740,NL,ŁÓDZKIE,2012,6410.0
315741,NL,ŁÓDZKIE,2013,6612.0
315742,NL,ŁÓDZKIE,2014,7873.0
315743,NL,ŁÓDZKIE,2015,7788.0
315744,NL,ŁÓDZKIE,2016,8234.0
315745,NL,ŁÓDZKIE,2017,8015.0
315746,NL,ŁÓDZKIE,2018,8794.0
315747,NL,ŁÓDZKIE,2019,9494.0
316955,NL,ŚWIĘTOKRZYSKIE,2005,1284.0
316956,NL,ŚWIĘTOKRZYSKIE,2006,1126.0
316957,NL,ŚWIĘTOKRZYSKIE,2007,1271.0
316958,NL,ŚWIĘTOKRZYSKIE,2008,1273.0
316959,NL,ŚWIĘTOKRZYSKIE,2009,1136.0
316960,NL,ŚWIĘTOKRZYSKIE,2010,1304.0
316961,NL,ŚWIĘTOKRZYSKIE,2011,1217.0
316962,NL,ŚWIĘTOKRZYSKIE,2012,1388.0
316963,NL,ŚWIĘTOKRZYSKIE,2013,1731.0
316964,NL,ŚWIĘTOKRZYSKIE,2014,1680.0
316965,NL,ŚWIĘTOKRZYSKIE,2015,2233.0
316966,NL,ŚWIĘTOKRZYSKIE,2016,2026.0
316967,NL,ŚWIĘTOKRZYSKIE,2017,2163.0
316968,NL,ŚWIĘTOKRZYSKIE,2018,2310.0
316969,NL,ŚWIĘTOKRZYSKIE,2019,2550.0
317615,NL,LUBELSKIE,2005,2977.0
317616,NL,LUBELSKIE,2006,3391.0
317617,NL,LUBELSKIE,2007,2053.0
317618,NL,LUBELSKIE,2008,2218.0
317619,NL,LUBELSKIE,2009,1892.0
317620,NL,LUBELSKIE,2010,2086.0
317621,NL,LUBELSKIE,2011,2028.0
317622,NL,LUBELSKIE,2012,1876.0
317623,NL,LUBELSKIE,2013,2170.0
317624,NL,LUBELSKIE,2014,1606.0
317625,NL,LUBELSKIE,2015,2290.0
317626,NL,LUBELSKIE,2016,2794.0
317627,NL,LUBELSKIE,2017,2403.0
317628,NL,LUBELSKIE,2018,2299.0
317629,NL,LUBELSKIE,2019,2344.0
318535,NL,PODKARPACKIE,2005,1916.0
318536,NL,PODKARPACKIE,2006,1714.0
318537,NL,PODKARPACKIE,2007,1579.0
318538,NL,PODKARPACKIE,2008,1875.0
318539,NL,PODKARPACKIE,2009,1711.0
318540,NL,PODKARPACKIE,2010,2130.0
318541,NL,PODKARPACKIE,2011,2538.0
318542,NL,PODKARPACKIE,2012,2569.0
318543,NL,PODKARPACKIE,2013,2099.0
318544,NL,PODKARPACKIE,2014,1644.0
318545,NL,PODKARPACKIE,2015,1761.0
318546,NL,PODKARPACKIE,2016,1930.0
318547,NL,PODKARPACKIE,2017,2639.0
318548,NL,PODKARPACKIE,2018,2379.0
318549,NL,PODKARPACKIE,2019,2677.0
319660,NL,PODLASKIE,2005,3468.0
319661,NL,PODLASKIE,2006,3699.0
319662,NL,PODLASKIE,2007,3143.0
319663,NL,PODLASKIE,2008,2485.0
319664,NL,PODLASKIE,2009,2713.0
319665,NL,PODLASKIE,2010,3041.0
319666,NL,PODLASKIE,2011,2688.0
319667,NL,PODLASKIE,2012,2515.0
319668,NL,PODLASKIE,2013,3172.0
319669,NL,PODLASKIE,2014,2457.0
319670,NL,PODLASKIE,2015,3271.0
319671,NL,PODLASKIE,2016,4746.0
319672,NL,PODLASKIE,2017,4098.0
319673,NL,PODLASKIE,2018,3938.0
319674,NL,PODLASKIE,2019,4233.0
320406,NL,MAZOWIECKIE,2005,42764.0
320407,NL,MAZOWIECKIE,2006,36992.0
320408,NL,MAZOWIECKIE,2007,36698.0
320409,NL,MAZOWIECKIE,2008,36575.0
320410,NL,MAZOWIECKIE,2009,34624.0
320411,NL,MAZOWIECKIE,2010,36396.0
320412,NL,MAZOWIECKIE,2011,41705.0
320413,NL,MAZOWIECKIE,2012,44792.0
320414,NL,MAZOWIECKIE,2013,51026.0
320415,NL,MAZOWIECKIE,2014,51704.0
320416,NL,MAZOWIECKIE,2015,56517.0
320417,NL,MAZOWIECKIE,2016,59486.0
320418,NL,MAZOWIECKIE,2017,56494.0
320419,NL,MAZOWIECKIE,2018,57430.0
320420,NL,MAZOWIECKIE,2019,50879.0
322418,DE,MAŁOPOLSKIE,2005,326424.0
322419,DE,MAŁOPOLSKIE,2006,289654.0
322420,DE,MAŁOPOLSKIE,2007,263254.0
322421,DE,MAŁOPOLSKIE,2008,236074.0
322422,DE,MAŁOPOLSKIE,2009,248292.0
322423,DE,MAŁOPOLSKIE,2010,268138.0
322424,DE,MAŁOPOLSKIE,2011,261458.0
322425,DE,MAŁOPOLSKIE,2012,285979.0
322426,DE,MAŁOPOLSKIE,2013,325551.0
322427,DE,MAŁOPOLSKIE,2014,351787.0
322428,DE,MAŁOPOLSKIE,2015,356280.0
322429,DE,MAŁOPOLSKIE,2016,390430.0
322430,DE,MAŁOPOLSKIE,2017,383684.0
322431,DE,MAŁOPOLSKIE,2018,392881.0
322432,DE,MAŁOPOLSKIE,2019,403498.0
324678,DE,ŚLĄSKIE,2005,265475.0
324679,DE,ŚLĄSKIE,2006,313864.0
324680,DE,ŚLĄSKIE,2007,229596.0
324681,DE,ŚLĄSKIE,2008,198866.0
324682,DE,ŚLĄSKIE,2009,165683.0
324683,DE,ŚLĄSKIE,2010,151740.0
324684,DE,ŚLĄSKIE,2011,154590.0
324685,DE,ŚLĄSKIE,2012,145805.0
324686,DE,ŚLĄSKIE,2013,151334.0
324687,DE,ŚLĄSKIE,2014,162474.0
324688,DE,ŚLĄSKIE,2015,180618.0
324689,DE,ŚLĄSKIE,2016,195334.0
324690,DE,ŚLĄSKIE,2017,200411.0
324691,DE,ŚLĄSKIE,2018,211243.0
324692,DE,ŚLĄSKIE,2019,205633.0
